,image_path,seg_path
589,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009527.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009527.png
590,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009533.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009533.png
591,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009550.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009550.png
592,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009554.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009554.png
593,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009562.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009562.png
594,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009580.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009580.png
595,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009592.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009592.png
596,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009594.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009594.png
597,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009597.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009597.png
598,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009605.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009605.png
599,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009607.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009607.png
600,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009618.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009618.png
601,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009630.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009630.png
602,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009649.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009649.png
603,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009654.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009654.png
604,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009655.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009655.png
605,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009665.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009665.png
606,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009684.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009684.png
607,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009687.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009687.png
608,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009691.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009691.png
609,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009706.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009706.png
610,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009709.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009709.png
611,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009724.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009724.png
612,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009750.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009750.png
613,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009756.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009756.png
614,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009759.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009759.png
615,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009764.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009764.png
616,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009779.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009779.png
617,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009788.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009788.png
618,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009794.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009794.png
619,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009807.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009807.png
620,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009817.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009817.png
621,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009832.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009832.png
622,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009841.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009841.png
623,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009889.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009889.png
624,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009897.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009897.png
625,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009899.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009899.png
626,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009901.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009901.png
627,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009911.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009911.png
628,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009923.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009923.png
629,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009938.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009938.png
630,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009947.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009947.png
631,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2007_009950.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2007_009950.png
632,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000009.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000009.png
633,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000015.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000015.png
634,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000016.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000016.png
635,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000019.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000019.png
636,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000028.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000028.png
637,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000033.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000033.png
638,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000073.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000073.png
639,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000074.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000074.png
640,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000075.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000075.png
641,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000080.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000080.png
642,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000089.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000089.png
643,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000103.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000103.png
644,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000105.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000105.png
645,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000107.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000107.png
646,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000120.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000120.png
647,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000123.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000123.png
648,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000131.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000131.png
649,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000144.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000144.png
650,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000149.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000149.png
651,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000162.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000162.png
652,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000182.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000182.png
653,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000187.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000187.png
654,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000188.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000188.png
655,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000197.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000197.png
656,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000207.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000207.png
657,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000213.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000213.png
658,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000215.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000215.png
659,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000217.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000217.png
660,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000223.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000223.png
661,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000226.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000226.png
662,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000233.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000233.png
663,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000234.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000234.png
664,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000235.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000235.png
665,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000238.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000238.png
666,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000239.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000239.png
667,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000254.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000254.png
668,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000259.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000259.png
669,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000270.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000270.png
670,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000271.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000271.png
671,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000273.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000273.png
672,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000284.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000284.png
673,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000287.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000287.png
674,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000289.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000289.png
675,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000290.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000290.png
676,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000309.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000309.png
677,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000316.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000316.png
678,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000336.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000336.png
679,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000345.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000345.png
680,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000348.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000348.png
681,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000359.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000359.png
682,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000361.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000361.png
683,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000365.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000365.png
684,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000391.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000391.png
685,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000399.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000399.png
686,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000400.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000400.png
687,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000401.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000401.png
688,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000415.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000415.png
689,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000422.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000422.png
690,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000436.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000436.png
691,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000464.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000464.png
692,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000469.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000469.png
693,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000470.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000470.png
694,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000474.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000474.png
695,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000491.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000491.png
696,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000495.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000495.png
697,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000501.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000501.png
698,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000505.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000505.png
699,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000510.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000510.png
700,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000515.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000515.png
701,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000533.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000533.png
702,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000540.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000540.png
703,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000544.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000544.png
704,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000567.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000567.png
705,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000573.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000573.png
706,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000578.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000578.png
707,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000584.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000584.png
708,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000588.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000588.png
709,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000589.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000589.png
710,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000595.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000595.png
711,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000602.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000602.png
712,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000626.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000626.png
713,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000630.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000630.png
714,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000645.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000645.png
715,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000657.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000657.png
716,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000661.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000661.png
717,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000662.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000662.png
718,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\JPEGImages\2008_000666.jpg,C:\Users\neetm\Desktop\DL\pascal\VOCdevkit\VOC2012\SegmentationClass\2008_000666.png
